 -994,  -163,   585
 -890,   -68,   546
 -781,   -74,   467
 -761,  -115,   379
 -763,  -194,   308
 -969,  -239,   398
-1172,  -170,   657
-1220,  -164,   732
-1057,     7,   824
-1003,   -77,   725
 -893,  -128,   610
 -791,  -237,   579
 -720,  -230,   482
 -706,  -163,   536
 -662,   -40,   498
 -689,    38,   529
 -559,   -79,   510
 -559,    35,   503
 -470,   -12,   592
 -510,   -67,   645
 -696,    -2,   696
 -701,   -10,   683
 -565,  -179,   549
-1393,  -618,   725
-1239,  -349,    77
 -854,   -90,   141
-1189,    40,   220
-1136,   -67,   250
 -837,  -216,   179
 -982,  -187,   117
 -978,  -230,   169
 -884,  -274,   233
 -926,  -296,   292
-1059,   -88,   222
-1244,   -37,   133
-1416,    27,   147
-1367
 -624,  -125,  -392
 -609,  -190,  -269
 -301,   -75,  -193
  -30,   -45,  -379
 -487,    42,  -497
 -853,   -43,  -537
 -981,    63,  -206
-1529
-1388,  -448,   106
-1903
-1774
-2352
-2754
-1342
 -586,  -263,  -698
 -687,   -25,  -590
 -725,  -108,  -344
 -893,  -389,  -284
-1362
-1241,    41,   116
-1297,  -296,   234
-1434,  -602,   223
-1967,  -407,   444
-2228,    77,    97
-1585,    87,  -506
-2126
-1364
 -574,   -43,    -5
 -208,   175,   -51
  -62,   218,    -4
 -302,    93,   315
 -146,  -374,   230
 -313,  -127,    -4
-1120,   341,  1408
-1980,  -285,   802
 -646,  -211,    80
 -619,  -311,   162
-1302,  -218,   410
-1073,  -277,   376
 -735,  -204,   208
 -953,  -356,   103
-1082,  -265,    29
 -981,  -146,   -39
-1267
 -980,  -168,   100
 -993,   -80,   167
 -996,   -33,   246
-1122,  -146,   308
-1278,  -129,   128
-1317,    29,    34
 -984,    66,  -164
 -580,  -215,  -247
 -591,  -388,  -182
 -330,  -141,  -418
 -227,   117,  -785
 -558,    98,  -649
 -782,    98,  -590
-1191,   105,  -371
-1266,    15,  -179
-1299,  -314,   338
-1942,  -301,   377
-1810
-1871,  -986,    32
-2483
 -261,  -185, -1119
-1931
 -825,    68,  -154
 -866,  -228,  -277
 -984,   -50,  -179
-1222
-1375
-1223,  -268,    36
-1362,  -475,    42
