 1000,  -114,    91
  999,  -114,    93
  999,  -116,    92
 1004,  -108,    91
 1003,  -110,    93
  999,  -109,    93
 1002,  -111,    92
 1005,  -113,    94
 1002,  -115,    94
  999,  -113,    93
  998,  -115,    94
  998,  -114,    96
  999,  -116,    95
  999,  -113,    90
  999,  -115,    95
 1002,  -113,    91
 1003,  -112,    93
 1001,  -113,    93
 1003,  -109,    92
 1002,  -112,    92
 1000,  -114,    94
 1000,  -114,    92
 1001,  -114,    93
 1000,  -112,    94
 1000,  -112,    90
 1001,  -114,    95
 1001,  -112,    94
 1000,  -113,    95
 1000,  -112,    93
  999,  -113,    94
 1002,  -113,    97
 1002,  -112,    92
 1001,  -110,    94
 1000,  -111,    94
 1001,  -111,    94
 1001,  -111,    93
 1001,  -113,    94
 1000,  -111,    94
 1002,  -113,    96
 1000,  -111,    96
 1003,  -108,    93
 1000,  -110,    94
 1001,  -111,    98
  999,  -113,    96
 1001,  -109,    95
 1000,  -111,    93
 1000,  -109,    97
 1002,  -110,    98
 1001,  -109,    97
  999,  -111,    96
  999,  -109,    95
  999,  -115,    96
 1001,  -113,    96
  998,  -114,    93
 1002,  -109,    94
 1003,  -109,    96
 1003,  -107,    95
 1001,  -110,    96
  999,  -112,    95
  999,  -113,    97
  999,  -116,    97
 1000,  -111,    96
 1000,  -114,    96
 1000,  -112,    95
 1002,  -112,    95
 1002,  -115,    95
 1001,  -112,    93
 1000,  -109,    95
 1002,  -109,    95
 1001,  -111,    96
 1000,  -114,    94
 1001,  -114,    96
 1000,  -116,    94
 1000,  -113,    93
  999,  -115,    96
 1000,  -113,    94
 1001,  -113,    95
 1001,  -113,    95
 1001,  -112,    96
 1000,  -113,    92
 1000,  -113,    95
 1000,  -113,    94
 1001,  -115,    95
 1001,  -112,    95
  999,  -116,    94
 1000,  -111,    96
  999,  -115,    92
 1000,  -114,    93
 1002,  -112,    93
 1002,  -113,    93
 1000,  -113,    97
 1001,  -114,    91
 1001,  -113,    95
 1000,  -112,    91
  999,  -115,    96
 1001,  -112,    92
 1001,  -115,    94
 1002,  -114,    93
 1001,  -113,    94
 1000,  -112,    93
 1003,  -113,    92
 1002,  -112,    95
  999,  -115,    93
 1000,  -111,    92
 1000,  -114,    91
  997,  -118,    96
  999,  -113,    93
 1001,  -116,    93
 1003,  -114,    93
 1006,  -108,    93
 1003,  -111,    88
 1001,  -109,    93
  999,  -115,    95
  999,  -115,    95
  997,  -116,    93
 1001,  -115,    94
  998,  -117,    96
  999,  -114,    92
 1006,  -110,    94
 1004,  -109,    89
 1002,  -107,    94
 1000,  -110,    92
 1000,  -115,    94
  999,  -116,    96
  999,  -116,    94
 1000,  -117,    93
 1001,  -113,    96
 1001,  -110,    92
 1002,  -110,    95
 1001,  -110,    91
 1002,  -110,    95
 1000,  -111,    96
  998,  -114,    93
 1000,  -115,    95
  999,  -114,    93
 1002,  -114,    95
 1002,  -111,    96
 1000,  -111,    91
 1000,  -111,    98
 1002,  -111,    92
  998,  -115,    93
 1000,  -114,    94
 1002,  -113,    95
 1001,  -114,    95
 1001,  -111,    94
 1000,  -113,    92
 1000,  -112,    95
 1001,  -110,    95
 1000,  -113,    94
 1000,  -114,    95
 1001,  -115,    96
  999,  -112,    92
 1003,  -114,    94
 1000,  -113,    97
 1001,  -110,    92
 1000,  -111,    95
 1000,  -115,    95
  999,  -112,    94
 1000,  -114,    96
 1000,  -113,    94
 1001,  -113,    95
 1002,  -113,    96
 1001,  -110,    95
 1000,  -112,    96
 1001,  -113,    95
 1000,  -112,    93
  999,  -114,    97
  999,  -116,    95
  999,  -112,    95
 1002,  -114,    96
 1002,  -112,    94
 1000,  -113,    96
 1000,  -111,    92
 1001,  -111,    96
 1000,  -115,    97
 1000,  -113,    94
 1001,  -113,    95
 1001,  -114,    94
 1002,  -113,    97
 1000,  -114,    94
 1001,  -112,    94
 1000,  -112,    96
